model_id,split,unit_type,unit_id,score_name,score,label
M39,test,cycle,113_1b1_Lr_sc_Litt3200__2,crackle_score,0.6676094699,0
M39,test,cycle,113_1b1_Lr_sc_Litt3200__3,crackle_score,0.2716512314,0
M39,test,cycle,113_1b1_Lr_sc_Litt3200__4,crackle_score,0.4264513026,0
M39,test,cycle,113_1b1_Lr_sc_Litt3200__5,crackle_score,0.4493871201,0
M39,test,cycle,113_1b1_Lr_sc_Litt3200__6,crackle_score,0.3629397831,0
M39,test,cycle,113_1b1_Pl_sc_Litt3200__0,crackle_score,0.5171834674,0
M39,test,cycle,113_1b1_Pl_sc_Litt3200__1,crackle_score,0.5306009257,0
M39,test,cycle,113_1b1_Pl_sc_Litt3200__2,crackle_score,0.5254687848,0
M39,test,cycle,113_1b1_Pl_sc_Litt3200__3,crackle_score,0.5652475328,0
M39,test,cycle,113_1b1_Pl_sc_Litt3200__4,crackle_score,0.5417798203,0
M39,test,cycle,113_1b1_Pl_sc_Litt3200__5,crackle_score,0.5652315721,0
M39,test,cycle,113_1b1_Pl_sc_Litt3200__6,crackle_score,0.5805585392,0
M39,test,cycle,113_1b1_Pl_sc_Litt3200__7,crackle_score,0.5925925926,0
M39,test,cycle,113_1b1_Pr_sc_Litt3200__0,crackle_score,0.5898270829,0
M39,test,cycle,113_1b1_Pr_sc_Litt3200__1,crackle_score,0.6144287502,0
M39,test,cycle,113_1b1_Pr_sc_Litt3200__2,crackle_score,0.5495862646,0
M39,test,cycle,113_1b1_Pr_sc_Litt3200__3,crackle_score,0.5,0
M39,test,cycle,113_1b1_Pr_sc_Litt3200__4,crackle_score,0.54890125,0
M39,test,cycle,113_1b1_Pr_sc_Litt3200__5,crackle_score,0.428649679,0
M39,test,cycle,113_1b1_Pr_sc_Litt3200__6,crackle_score,0.614416476,0
M39,test,cycle,113_1b1_Pr_sc_Litt3200__7,crackle_score,0.5444444444,0
M39,test,cycle,113_1b1_Pr_sc_Litt3200__8,crackle_score,0.526073353,0
M39,test,cycle,118_1b1_Al_sc_Litt3200__0,crackle_score,0.6607286365,0
M39,test,cycle,118_1b1_Al_sc_Litt3200__1,crackle_score,0.4102794919,0
M39,test,cycle,118_1b1_Al_sc_Litt3200__2,crackle_score,0.5788837943,0
M39,test,cycle,118_1b1_Al_sc_Litt3200__3,crackle_score,0.4746629756,0
M39,test,cycle,118_1b1_Al_sc_Litt3200__4,crackle_score,0.6030885045,0
M39,test,cycle,118_1b1_Al_sc_Litt3200__5,crackle_score,0.5447879957,0
M39,test,cycle,118_1b1_Al_sc_Litt3200__6,crackle_score,0.5419177364,0
M39,test,cycle,118_1b1_Al_sc_Litt3200__7,crackle_score,0.3565454244,0
M39,test,cycle,118_1b1_Al_sc_Litt3200__8,crackle_score,0.3367852342,0
M39,test,cycle,118_1b1_Ar_sc_Litt3200__0,crackle_score,0.6274146208,0
M39,test,cycle,118_1b1_Ar_sc_Litt3200__1,crackle_score,0.4844247335,0
M39,test,cycle,118_1b1_Ar_sc_Litt3200__2,crackle_score,0.4698506408,0
M39,test,cycle,118_1b1_Ar_sc_Litt3200__3,crackle_score,0.4920002991,0
M39,test,cycle,118_1b1_Ar_sc_Litt3200__4,crackle_score,0.3840414326,0
M39,test,cycle,118_1b1_Ar_sc_Litt3200__5,crackle_score,0.4324544246,0
M39,test,cycle,118_1b1_Ar_sc_Litt3200__6,crackle_score,0.6026726987,0
M39,test,cycle,118_1b1_Ar_sc_Litt3200__7,crackle_score,0.4611648948,0
M39,test,cycle,118_1b1_Ar_sc_Litt3200__8,crackle_score,0.5985133441,0
M39,test,cycle,118_1b1_Ll_sc_Litt3200__0,crackle_score,0.4827835782,0
M39,test,cycle,118_1b1_Ll_sc_Litt3200__1,crackle_score,0.5940899735,0
M39,test,cycle,118_1b1_Ll_sc_Litt3200__2,crackle_score,0.3969389734,0
M39,test,cycle,118_1b1_Ll_sc_Litt3200__3,crackle_score,0.6413927183,0
M39,test,cycle,118_1b1_Ll_sc_Litt3200__4,crackle_score,0.3564292523,0
M39,test,cycle,118_1b1_Lr_sc_Litt3200__0,crackle_score,0.5,0
M39,test,cycle,118_1b1_Lr_sc_Litt3200__1,crackle_score,0.3950257151,0
M39,test,cycle,118_1b1_Lr_sc_Litt3200__2,crackle_score,0.4060095027,0
M39,test,cycle,118_1b1_Lr_sc_Litt3200__3,crackle_score,0.3821227421,0
M39,test,cycle,118_1b1_Lr_sc_Litt3200__4,crackle_score,0.4116563189,0
M39,test,cycle,118_1b1_Lr_sc_Litt3200__5,crackle_score,0.246679678,0
M39,test,cycle,118_1b1_Lr_sc_Litt3200__6,crackle_score,0.5555291131,0
M39,test,cycle,118_1b1_Pl_sc_Litt3200__0,crackle_score,0.410742369,0
M39,test,cycle,118_1b1_Pl_sc_Litt3200__1,crackle_score,0.5935570206,0
M39,test,cycle,118_1b1_Pl_sc_Litt3200__2,crackle_score,0.5318928544,0
M39,test,cycle,118_1b1_Pl_sc_Litt3200__3,crackle_score,0.6016518424,0
M39,test,cycle,118_1b1_Pl_sc_Litt3200__4,crackle_score,0.545552466,0
M39,test,cycle,118_1b1_Pr_sc_Litt3200__0,crackle_score,0.4997644492,0
M39,test,cycle,118_1b1_Pr_sc_Litt3200__1,crackle_score,0.4651762254,0
M39,test,cycle,118_1b1_Pr_sc_Litt3200__2,crackle_score,0.5405063291,0
M39,test,cycle,118_1b1_Pr_sc_Litt3200__3,crackle_score,0.5331180659,0
M39,test,cycle,118_1b1_Pr_sc_Litt3200__4,crackle_score,0.5403539227,0
M39,test,cycle,119_1b1_Ar_sc_Meditron__0,crackle_score,0.4070820222,0
M39,test,cycle,119_1b1_Ar_sc_Meditron__1,crackle_score,0.5665975692,0
M39,test,cycle,119_1b1_Ar_sc_Meditron__2,crackle_score,0.5204385989,0
M39,test,cycle,119_1b1_Ar_sc_Meditron__3,crackle_score,0.4510586872,0
M39,test,cycle,119_1b1_Ar_sc_Meditron__4,crackle_score,0.5348177676,0
M39,test,cycle,119_1b1_Ar_sc_Meditron__5,crackle_score,0.4458145403,0
M39,test,cycle,119_1b1_Ar_sc_Meditron__6,crackle_score,0.6785551423,0
M39,test,cycle,119_1b1_Ar_sc_Meditron__7,crackle_score,0.7545608825,0
M39,test,cycle,119_1b1_Ar_sc_Meditron__8,crackle_score,0.4943165295,0
M39,test,cycle,123_1b1_Al_sc_Meditron__0,crackle_score,0.4576535535,0
M39,test,cycle,123_1b1_Al_sc_Meditron__1,crackle_score,0.564280731,0
M39,test,cycle,123_1b1_Al_sc_Meditron__2,crackle_score,0.5624554166,0
M39,test,cycle,123_1b1_Al_sc_Meditron__3,crackle_score,0.5421679832,0
M39,test,cycle,123_1b1_Al_sc_Meditron__4,crackle_score,0.5922519742,0
M39,test,cycle,123_1b1_Al_sc_Meditron__5,crackle_score,0.5679270087,0
M39,test,cycle,123_1b1_Al_sc_Meditron__6,crackle_score,0.4770010429,0
M39,test,cycle,123_1b1_Al_sc_Meditron__7,crackle_score,0.5786295911,0
M39,test,cycle,124_1b1_Al_sc_Litt3200__0,crackle_score,0.8238508283,1
M39,test,cycle,124_1b1_Al_sc_Litt3200__1,crackle_score,0.691525018,0
M39,test,cycle,124_1b1_Al_sc_Litt3200__2,crackle_score,0.6798318572,0
M39,test,cycle,124_1b1_Al_sc_Litt3200__3,crackle_score,0.6159924605,0
M39,test,cycle,124_1b1_Al_sc_Litt3200__4,crackle_score,0.7235990124,0
M39,test,cycle,124_1b1_Al_sc_Litt3200__5,crackle_score,0.6982651797,0
M39,test,cycle,124_1b1_Al_sc_Litt3200__6,crackle_score,0.8017566548,0
M39,test,cycle,124_1b1_Al_sc_Litt3200__7,crackle_score,0.2659692647,0
M39,test,cycle,124_1b1_Ar_sc_Litt3200__0,crackle_score,0.6548287207,0
M39,test,cycle,124_1b1_Ar_sc_Litt3200__1,crackle_score,0.5362647325,0
M39,test,cycle,124_1b1_Ar_sc_Litt3200__2,crackle_score,0.5835116655,0
M39,test,cycle,124_1b1_Ar_sc_Litt3200__3,crackle_score,0.6364411597,0
M39,test,cycle,124_1b1_Ar_sc_Litt3200__4,crackle_score,0.5792000792,0
M39,test,cycle,124_1b1_Ar_sc_Litt3200__5,crackle_score,0.5244057895,0
M39,test,cycle,124_1b1_Ar_sc_Litt3200__6,crackle_score,0.2615387453,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__0,crackle_score,0.4315688412,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__1,crackle_score,0.2887652702,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__2,crackle_score,0.6950838861,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__3,crackle_score,0.6328830076,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__4,crackle_score,0.5780335544,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__5,crackle_score,0.5783891039,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__6,crackle_score,0.5850566158,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__7,crackle_score,0.5694041566,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__8,crackle_score,0.652998776,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__9,crackle_score,0.6888598088,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__0,crackle_score,0.7179123992,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__1,crackle_score,0.5,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__2,crackle_score,0.5507260161,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__3,crackle_score,0.5490616951,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__4,crackle_score,0.6984126984,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__5,crackle_score,0.5925604535,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__6,crackle_score,0.7107592602,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__7,crackle_score,0.6437999127,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__8,crackle_score,0.7511511093,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__9,crackle_score,0.3094310564,0
M39,test,cycle,124_1b1_Pl_sc_Litt3200__0,crackle_score,1,0
M39,test,cycle,124_1b1_Pl_sc_Litt3200__1,crackle_score,0.7812692274,1
M39,test,cycle,124_1b1_Pl_sc_Litt3200__2,crackle_score,0.5888543344,0
M39,test,cycle,124_1b1_Pl_sc_Litt3200__3,crackle_score,0.5421207813,0
M39,test,cycle,124_1b1_Pl_sc_Litt3200__4,crackle_score,0.5,0
M39,test,cycle,124_1b1_Pl_sc_Litt3200__5,crackle_score,0.676746755,0
M39,test,cycle,124_1b1_Pl_sc_Litt3200__6,crackle_score,0.2469761572,0
M39,test,cycle,124_1b1_Pr_sc_Litt3200__0,crackle_score,0.5702767577,0
M39,test,cycle,124_1b1_Pr_sc_Litt3200__1,crackle_score,0.5560498844,0
M39,test,cycle,124_1b1_Pr_sc_Litt3200__2,crackle_score,0.6281161587,0
M39,test,cycle,124_1b1_Pr_sc_Litt3200__3,crackle_score,0.6597603595,0
M39,test,cycle,124_1b1_Pr_sc_Litt3200__4,crackle_score,0.5861558344,0
M39,test,cycle,124_1b1_Pr_sc_Litt3200__5,crackle_score,0.5776774444,0
M39,test,cycle,126_1b1_Al_sc_Meditron__0,crackle_score,0.9995002988,0
M39,test,cycle,126_1b1_Al_sc_Meditron__1,crackle_score,0.5848158691,0
M39,test,cycle,126_1b1_Al_sc_Meditron__2,crackle_score,0.6153026314,0
M39,test,cycle,126_1b1_Al_sc_Meditron__3,crackle_score,0.774508062,0
M39,test,cycle,126_1b1_Al_sc_Meditron__4,crackle_score,0.7730883813,0
M39,test,cycle,126_1b1_Al_sc_Meditron__5,crackle_score,0.7229931488,0
